date,score,band,vix,mxn,spx,carry,mxnvol,move,btc,curve,gold,stretch,dScore5,carry,curve,fwd1,fwd5,fwd10
2023-12-22,57.3,CONSTRUCTIVE,75.4,70.2,57.1,84.6,41.7,39.0,53.8,6.0,22.0,-2.28,3.0,5.92,-0.41,-0.329,-0.404,-1.160
2023-12-26,55.9,CONSTRUCTIVE,75.5,62.3,67.5,84.6,42.3,34.8,14.1,8.7,48.0,-3.34,-0.2,5.92,-0.37,-0.009,0.260,-0.050
2023-12-27,55.1,CONSTRUCTIVE,78.0,50.4,56.3,84.6,42.3,36.1,74.9,6.0,14.3,-3.54,-2.5,5.92,-0.41,-0.353,0.227,0.047
2023-12-28,56.3,CONSTRUCTIVE,77.9,65.6,51.6,84.6,42.5,36.8,27.9,5.3,64.5,-4.28,3.5,5.92,-0.42,0.222,0.562,-0.071
2023-12-29,50.5,CONSTRUCTIVE,77.9,39.5,37.0,84.6,42.6,36.0,35.2,10.0,70.3,-4.12,-5.0,5.92,-0.35,0.067,-0.414,-0.392
2024-01-02,51.6,CONSTRUCTIVE,74.6,46.8,25.6,84.6,42.7,25.7,96.4,8.0,46.2,-4.15,-5.7,5.92,-0.38,0.335,-0.759,1.388
2024-01-03,44.1,DEFENSIVE,70.4,34.4,19.7,84.6,46.0,27.6,9.3,5.3,90.7,-2.78,-11.8,5.92,-0.42,-0.043,-0.310,1.018
2024-01-04,52.3,CONSTRUCTIVE,69.9,52.0,35.8,84.6,47.7,30.4,80.8,7.3,35.7,-2.72,-2.8,5.92,-0.39,-0.021,-0.179,0.918
2024-01-05,55.7,CONSTRUCTIVE,73.8,51.0,57.7,84.6,52.2,34.6,49.5,10.0,49.8,-2.58,-0.6,5.92,-0.35,-0.751,-0.629,0.497
2024-01-08,72.0,RISK-ON,75.1,80.7,91.8,84.6,63.4,33.3,95.0,10.0,76.8,-4.45,21.4,5.92,-0.35,-0.280,0.023,1.740
2024-01-09,56.4,CONSTRUCTIVE,76.6,63.0,44.0,84.6,64.2,35.8,30.6,10.7,50.4,-4.63,4.8,5.92,-0.34,0.790,2.164,2.806
2024-01-10,55.3,CONSTRUCTIVE,76.9,18.2,72.5,84.6,60.4,40.7,61.7,11.3,59.1,-1.62,11.3,5.92,-0.33,0.088,1.332,1.577
2024-01-11,57.2,CONSTRUCTIVE,78.0,45.8,47.1,84.6,67.6,46.6,44.0,14.7,64.6,-1.16,4.9,5.92,-0.28,-0.472,1.099,1.224
2024-01-12,57.1,CONSTRUCTIVE,76.9,71.4,53.7,84.6,68.9,43.6,2.9,21.3,6.6,-2.28,1.4,5.92,-0.18,-0.099,1.134,1.580
2024-01-16,57.2,CONSTRUCTIVE,71.4,54.9,32.5,84.6,69.3,37.1,57.9,23.3,83.2,-2.53,-14.7,5.92,-0.15,1.854,1.717,1.983
2024-01-17,42.8,DEFENSIVE,66.3,2.1,24.9,84.6,50.9,44.3,39.6,17.3,86.6,2.99,-13.6,5.92,-0.24,-0.031,0.629,-0.263
2024-01-18,56.7,CONSTRUCTIVE,69.9,51.6,84.9,84.6,51.1,43.0,17.3,20.0,21.3,2.91,1.4,5.92,-0.20,-0.141,0.242,0.145
2024-01-19,63.3,CONSTRUCTIVE,74.1,57.6,91.5,84.6,51.8,45.1,59.3,17.3,34.6,2.64,6.1,5.92,-0.24,-0.438,0.123,-0.587
2024-01-22,59.2,CONSTRUCTIVE,74.6,74.6,59.7,84.6,51.2,43.3,8.7,16.0,63.0,1.36,2.1,5.92,-0.26,0.477,0.442,0.337
2024-01-23,54.1,CONSTRUCTIVE,77.5,23.6,63.7,84.6,50.6,42.5,59.8,22.0,42.3,2.39,-3.2,5.92,-0.17,0.765,0.261,-0.382
2024-01-24,51.4,CONSTRUCTIVE,74.8,13.2,54.1,84.6,50.0,44.3,56.7,22.7,68.6,3.77,8.7,5.92,-0.16,-0.415,-0.886,-1.607
2024-01-25,63.3,CONSTRUCTIVE,73.4,73.5,75.8,84.6,49.7,44.2,45.9,24.0,44.1,2.50,6.6,5.92,-0.14,-0.259,-0.096,-1.095
2024-01-26,61.6,CONSTRUCTIVE,74.3,66.5,46.4,84.6,51.1,49.8,89.9,20.7,50.2,1.75,-1.7,5.92,-0.19,-0.121,-0.710,-0.336
2024-01-29,63.8,CONSTRUCTIVE,72.6,57.7,86.4,84.6,51.6,43.8,82.3,19.3,33.8,1.48,4.6,5.92,-0.21,0.297,-0.104,-0.543
2024-01-30,50.4,CONSTRUCTIVE,74.0,31.3,46.3,84.6,51.4,45.8,41.8,13.3,37.3,1.97,-3.7,5.92,-0.30,-0.388,-0.641,-0.882
2024-01-31,48.9,DEFENSIVE,68.7,72.2,1.7,84.6,51.2,42.9,40.7,14.7,20.7,1.03,-2.5,5.92,-0.28,0.378,-0.727,0.287
2024-02-01,57.2,CONSTRUCTIVE,71.2,26.9,95.6,84.6,50.9,36.7,63.1,11.3,41.3,1.71,-6.2,5.92,-0.33,-0.871,-1.000,-0.827
2024-02-02,69.5,RISK-ON,71.4,89.7,93.3,84.6,47.2,43.4,53.0,11.3,78.4,-0.31,7.9,5.92,-0.33,0.487,0.376,-0.160
2024-02-05,46.9,DEFENSIVE,72.3,23.7,31.5,84.6,46.7,41.6,36.2,14.0,69.0,0.61,-16.9,5.92,-0.29,-0.242,-0.439,-0.679
2024-02-06,59.2,CONSTRUCTIVE,75.2,64.2,62.8,84.6,46.4,39.7,61.2,13.3,33.6,-0.02,8.8,5.92,-0.30,-0.474,-0.242,-0.288
2024-02-07,67.0,RISK-ON,76.3,75.8,86.6,84.6,45.4,42.3,78.6,12.0,48.6,-1.31,18.1,5.92,-0.32,0.102,1.022,0.030
2024-02-08,56.5,CONSTRUCTIVE,76.4,43.7,53.2,84.6,47.9,41.6,73.3,12.7,56.2,-1.12,-0.6,5.92,-0.31,0.506,0.175,0.363
2024-02-09,58.1,CONSTRUCTIVE,75.8,21.3,80.2,84.6,47.6,43.9,86.3,12.7,68.0,0.00,-11.4,5.92,-0.31,-0.328,-0.534,-0.104
2024-02-12,60.5,CONSTRUCTIVE,70.9,69.3,44.8,84.6,49.3,40.5,92.9,14.0,61.1,-0.94,13.7,5.92,-0.29,-0.045,-0.241,0.037
2024-02-13,46.9,DEFENSIVE,60.2,52.8,3.5,84.6,49.3,37.3,45.4,11.3,90.7,-1.36,-12.3,5.92,-0.33,0.787,-0.047,-0.005
2024-02-14,55.6,CONSTRUCTIVE,68.6,12.9,89.7,84.6,48.1,38.5,86.2,14.0,55.7,0.81,-11.4,5.92,-0.29,-0.737,-0.982,-0.667
2024-02-15,62.6,CONSTRUCTIVE,70.5,83.3,77.3,84.6,45.5,38.3,52.4,12.0,25.7,-0.97,6.0,5.92,-0.32,-0.205,0.188,-0.147
2024-02-16,52.9,CONSTRUCTIVE,69.3,60.9,27.8,84.6,61.0,41.1,54.7,10.7,30.6,-1.36,-5.1,5.92,-0.34,-0.035,0.433,-0.181
2024-02-20,48.6,DEFENSIVE,62.7,52.0,22.7,84.6,61.0,39.3,52.7,12.0,20.3,-1.47,-12.0,5.92,-0.32,0.150,0.279,-0.465
2024-02-21,52.7,CONSTRUCTIVE,63.2,41.9,56.0,84.6,60.9,36.3,39.8,12.0,60.8,-1.05,5.8,5.92,-0.32,-0.157,0.042,-0.749
2024-02-22,62.2,CONSTRUCTIVE,67.7,58.6,98.0,84.6,61.7,35.1,36.4,9.3,55.5,-1.31,6.5,5.92,-0.36,0.436,0.318,-0.970
2024-02-23,48.4,DEFENSIVE,71.9,25.8,51.6,84.6,61.9,41.9,35.1,6.0,16.4,-0.02,-14.1,5.92,-0.41,0.039,-0.335,-1.418
2024-02-26,57.0,CONSTRUCTIVE,71.9,47.9,33.7,84.6,65.3,39.6,98.4,6.0,70.3,0.17,4.1,5.92,-0.41,-0.188,-0.611,-1.813
2024-02-27,61.3,CONSTRUCTIVE,73.4,60.6,57.4,84.6,65.9,39.5,92.5,7.3,38.4,-0.37,12.8,5.92,-0.39,-0.086,-0.741,-1.655
2024-02-28,59.1,CONSTRUCTIVE,71.4,54.9,42.6,84.6,66.2,41.5,99.0,8.7,52.1,-0.56,6.4,5.92,-0.37,0.119,-0.790,-1.656
2024-02-29,55.2,CONSTRUCTIVE,73.6,42.8,71.4,84.6,66.1,41.2,27.9,7.3,24.6,-0.05,-7.0,5.92,-0.39,-0.218,-1.285,-2.446
2024-03-01,63.0,CONSTRUCTIVE,75.0,63.5,80.7,84.6,66.5,43.7,71.9,10.0,2.7,-0.73,14.6,5.92,-0.35,-0.239,-1.087,-2.042
2024-03-04,59.2,CONSTRUCTIVE,73.2,65.3,44.5,84.6,67.0,40.7,98.8,7.3,6.4,-1.64,2.2,5.92,-0.39,-0.319,-1.210,-1.699
2024-03-05,48.6,DEFENSIVE,68.1,70.9,13.2,84.6,67.6,40.0,4.4,6.0,20.5,-2.51,-12.8,5.92,-0.41,-0.135,-0.921,-0.733
2024-03-06,61.5,CONSTRUCTIVE,67.9,59.8,72.1,84.6,71.5,44.8,83.8,4.0,19.4,-3.42,2.4,5.92,-0.44,-0.380,-0.873,-0.781
2024-03-07,66.5,CONSTRUCTIVE,68.2,76.2,88.3,84.6,72.6,44.7,63.3,6.0,34.9,-5.59,11.3,5.92,-0.41,-0.018,-1.177,-1.186
2024-03-08,52.0,CONSTRUCTIVE,66.6,51.4,23.1,84.6,72.7,49.1,71.1,7.3,15.8,-5.81,-11.0,5.92,-0.39,-0.362,-0.966,-0.818
2024-03-11,61.5,CONSTRUCTIVE,63.9,75.8,45.1,84.6,73.2,43.5,92.6,6.0,42.9,-6.44,2.3,5.92,-0.41,-0.028,-0.495,-0.270
2024-03-12,63.9,CONSTRUCTIVE,71.4,52.2,87.1,84.6,73.4,48.7,40.2,5.3,85.1,-6.46,15.3,5.92,-0.42,-0.087,0.190,-0.764
2024-03-13,57.9,CONSTRUCTIVE,71.9,57.0,41.9,84.6,75.5,52.9,73.4,5.3,25.1,-6.64,-3.5,5.92,-0.42,-0.685,0.093,-0.910
2024-03-14,61.3,CONSTRUCTIVE,68.5,89.3,38.0,84.6,73.7,51.3,26.4,7.3,71.0,-8.61,-5.2,5.92,-0.39,0.195,-0.010,-0.712
2024-03-15,48.7,DEFENSIVE,68.4,35.3,24.8,84.6,73.2,52.1,22.4,6.0,60.2,-6.79,-3.3,5.92,-0.41,0.111,0.149,-0.877
2024-03-18,56.7,CONSTRUCTIVE,68.8,41.5,73.9,84.6,77.8,47.2,23.8,7.3,43.5,-6.02,-4.8,5.92,-0.39,0.661,0.227,-0.667
2024-03-19,51.0,CONSTRUCTIVE,71.5,11.4,71.8,84.6,76.8,50.0,2.7,8.0,58.8,-2.24,-12.9,5.92,-0.38,-0.184,-0.952,-1.669
2024-03-20,69.3,RISK-ON,75.3,63.0,81.1,84.6,76.9,57.1,98.1,12.0,46.8,-2.62,11.4,5.92,-0.32,-0.787,-1.002,-1.624
2024-03-21,64.4,CONSTRUCTIVE,75.9,92.3,62.9,84.6,73.8,58.9,19.5,10.0,11.7,-4.52,3.1,5.92,-0.35,0.355,-0.702,-0.567
2024-03-22,53.1,CONSTRUCTIVE,75.2,24.6,44.3,81.0,72.9,58.7,27.5,8.7,87.8,-2.90,4.4,5.67,-0.37,0.188,-1.024,-1.643
2024-03-25,55.8,CONSTRUCTIVE,74.6,35.5,37.7,81.0,72.5,57.6,97.3,14.0,20.8,-2.01,-0.9,5.67,-0.29,-0.523,-0.892,-2.649
2024-03-26,62.4,CONSTRUCTIVE,74.4,82.2,38.7,81.0,73.1,59.1,50.4,12.0,48.4,-3.06,11.4,5.67,-0.32,-0.235,-0.725,-1.724
2024-03-27,64.7,CONSTRUCTIVE,76.5,66.5,80.5,81.0,73.2,63.2,43.0,10.7,22.7,-3.50,-4.6,5.67,-0.34,-0.486,-0.629,-1.077
2024-03-28,64.2,CONSTRUCTIVE,75.4,82.3,54.5,81.0,72.5,63.1,66.5,7.3,11.0,-4.09,-0.2,5.67,-0.39,0.029,0.136,-0.753
2024-04-01,53.2,CONSTRUCTIVE,72.4,47.8,41.8,81.0,72.3,55.7,35.9,7.3,20.9,-3.85,0.1,5.67,-0.39,0.322,-0.625,0.336
2024-04-02,43.1,DEFENSIVE,67.3,26.2,22.5,81.0,71.5,53.4,7.9,10.7,15.4,-2.35,-12.6,5.67,-0.34,-0.355,-1.773,0.515
2024-04-03,60.2,CONSTRUCTIVE,68.8,75.0,54.5,81.0,71.2,52.1,57.9,12.0,10.1,-2.86,-2.2,5.67,-0.32,-0.138,-1.007,2.921
2024-04-04,53.0,CONSTRUCTIVE,57.1,60.2,11.6,81.0,71.3,53.8,82.3,10.7,58.6,-3.26,-11.7,5.67,-0.34,0.280,-0.451,2.598
2024-04-05,53.7,CONSTRUCTIVE,59.1,29.4,86.2,81.0,70.6,55.6,40.3,10.7,8.7,-2.10,-10.5,5.67,-0.34,-0.731,-0.888,3.028
2024-04-08,64.3,CONSTRUCTIVE,64.0,89.6,48.5,81.0,68.4,50.6,91.3,9.3,40.8,-3.46,11.1,5.67,-0.36,-0.837,0.967,3.890
2024-04-09,60.4,CONSTRUCTIVE,65.2,92.4,55.9,81.0,66.0,51.2,19.8,8.0,32.4,-5.10,17.3,5.67,-0.38,0.423,2.330,5.043
2024-04-10,45.2,DEFENSIVE,60.5,22.1,17.4,81.0,64.3,40.7,69.5,5.3,70.6,-3.57,-15.0,5.67,-0.42,0.422,3.968,3.454
2024-04-11,50.8,CONSTRUCTIVE,65.6,22.7,76.5,81.0,63.1,41.4,42.1,8.7,16.0,-2.46,-2.2,5.67,-0.37,-0.160,3.062,3.754
2024-04-12,44.0,DEFENSIVE,51.2,61.0,8.7,81.0,63.1,37.7,16.2,8.0,47.8,-2.79,-9.6,5.67,-0.38,1.126,3.950,4.722
2024-04-15,29.9,RISK-OFF,39.4,3.4,12.5,81.0,55.8,30.3,9.9,13.3,35.2,0.29,-34.4,5.67,-0.30,0.502,2.895,3.329
2024-04-16,40.6,DEFENSIVE,44.4,18.9,42.0,81.0,56.7,31.7,55.9,13.3,16.8,1.48,-19.9,5.67,-0.30,2.030,2.651,1.900
2024-04-17,34.3,DEFENSIVE,45.6,0.5,28.1,81.0,40.2,37.2,17.4,10.7,76.8,4.68,-10.9,5.67,-0.34,-0.452,-0.494,0.684
2024-04-18,52.9,CONSTRUCTIVE,46.9,76.9,41.9,81.0,39.2,41.6,80.7,10.7,33.9,3.78,2.2,5.67,-0.34,0.700,0.671,-0.163
2024-04-19,35.3,DEFENSIVE,42.5,13.5,22.5,81.0,39.0,39.1,54.4,10.0,27.2,4.45,-8.7,5.67,-0.35,0.100,0.743,-0.663
2024-04-22,56.7,CONSTRUCTIVE,53.5,43.4,75.8,81.0,39.2,41.7,83.3,10.0,98.5,4.55,26.8,5.67,-0.35,0.263,0.422,-0.654
2024-04-23,53.5,CONSTRUCTIVE,61.1,33.0,82.7,81.0,42.1,43.3,45.2,16.7,57.2,4.87,13.0,5.67,-0.25,-1.096,-0.732,-1.480
2024-04-24,57.2,CONSTRUCTIVE,59.4,94.1,50.7,81.0,37.2,40.1,25.0,17.3,55.1,2.49,22.9,5.67,-0.24,0.713,1.184,-0.266
2024-04-25,42.6,DEFENSIVE,63.0,15.0,35.6,81.0,35.8,41.7,52.7,16.0,41.8,3.24,-10.4,5.67,-0.26,0.772,-0.829,-0.903
2024-04-26,48.5,DEFENSIVE,65.0,13.3,79.0,81.0,35.8,45.7,40.5,14.0,42.1,4.08,13.2,5.67,-0.29,-0.220,-1.396,-2.455
2024-04-29,55.0,CONSTRUCTIVE,67.0,62.6,60.7,81.0,35.8,44.7,51.2,10.7,33.0,3.72,-1.7,5.67,-0.34,-0.888,-1.071,-2.312
2024-04-30,51.5,CONSTRUCTIVE,61.4,90.5,9.7,81.0,33.6,42.7,15.2,10.0,97.0,2.00,-2.0,5.67,-0.35,0.813,-0.754,-1.342
2024-05-01,39.9,DEFENSIVE,62.9,11.3,38.6,81.0,32.3,49.4,23.1,11.3,36.3,2.83,-17.3,5.67,-0.33,-1.290,-1.434,-1.783
2024-05-02,64.8,CONSTRUCTIVE,66.9,96.3,77.4,81.0,26.9,49.3,60.5,14.0,51.2,0.72,22.3,5.67,-0.29,0.196,-0.074,-1.462
2024-05-03,58.7,CONSTRUCTIVE,73.2,38.3,83.6,81.0,27.4,54.0,86.2,12.7,50.3,0.89,10.2,5.67,-0.31,0.109,-1.074,-1.672
2024-05-06,55.0,CONSTRUCTIVE,73.2,43.5,79.3,81.0,27.6,55.4,53.0,11.3,17.4,0.86,0.0,5.67,-0.33,-0.571,-1.255,-2.320
2024-05-07,58.9,CONSTRUCTIVE,74.4,79.8,54.3,81.0,26.5,51.9,41.1,10.0,60.2,-0.25,7.4,5.67,-0.35,0.123,-0.593,-1.959
2024-05-08,51.3,CONSTRUCTIVE,75.5,42.3,50.0,81.0,28.3,54.3,36.0,9.3,52.6,-0.31,11.4,5.67,-0.36,0.071,-0.354,-1.760
2024-05-09,56.2,CONSTRUCTIVE,76.9,45.8,66.2,81.0,30.9,56.0,73.9,10.0,22.3,-0.47,-8.6,5.67,-0.35,-0.807,-1.389,-1.504
2024-05-10,57.9,CONSTRUCTIVE,77.5,87.8,55.8,81.0,28.7,55.6,24.6,8.7,8.3,-2.02,-0.8,5.67,-0.37,-0.073,-0.604,-0.293
2024-05-13,56.6,CONSTRUCTIVE,72.6,54.6,49.1,81.0,28.9,44.8,75.5,8.7,89.2,-2.29,1.6,5.67,-0.37,0.095,-1.079,-0.625
2024-05-14,51.5,CONSTRUCTIVE,73.5,43.8,67.2,81.0,29.0,43.6,34.9,9.3,24.3,-2.49,-7.4,5.67,-0.36,0.363,-1.374,-0.011
2024-05-15,56.8,CONSTRUCTIVE,77.9,28.4,85.7,81.0,31.9,56.1,91.6,8.7,9.1,-1.72,5.5,5.67,-0.37,-0.968,-1.410,1.030
2024-05-16,60.4,CONSTRUCTIVE,78.1,91.7,41.5,81.0,29.6,58.0,38.4,6.7,63.3,-3.54,4.2,5.67,-0.40,-0.017,-0.116,1.947
2024-05-17,56.5,CONSTRUCTIVE,79.9,51.0,54.4,81.0,43.8,60.3,70.0,6.0,11.7,-3.43,-1.3,5.67,-0.41,-0.551,0.313,1.765
2024-05-20,63.0,CONSTRUCTIVE,79.2,78.4,53.5,81.0,43.5,61.5,85.6,8.0,22.1,-4.54,6.4,5.67,-0.38,-0.203,0.459,6.717
2024-05-21,60.5,CONSTRUCTIVE,80.4,61.8,60.1,81.0,46.2,64.0,38.4,6.0,67.2,-5.13,9.1,5.67,-0.41,0.326,1.382,7.608
2024-05-22,52.4,CONSTRUCTIVE,78.6,30.3,38.2,81.0,45.5,66.5,40.3,4.7,87.2,-4.95,-4.4,5.67,-0.43,0.331,2.475,5.401
2024-05-23,49.8,CONSTRUCTIVE,76.5,31.8,23.1,81.0,45.3,63.3,37.2,4.0,95.6,-3.44,-10.5,5.67,-0.44,0.413,2.066,7.312
2024-05-24,57.5,CONSTRUCTIVE,80.1,29.0,75.5,81.0,48.5,65.6,56.1,2.0,53.5,-1.67,1.0,5.67,-0.47,-0.407,1.448,9.536
2024-05-28,58.3,CONSTRUCTIVE,75.9,70.4,51.0,81.0,50.9,60.0,47.4,6.7,21.3,-2.48,-4.7,5.67,-0.40,0.714,6.230,11.462
2024-05-29,45.6,DEFENSIVE,69.1,18.2,24.4,81.0,51.3,56.4,42.1,10.0,70.0,-0.16,-14.9,5.67,-0.35,1.407,6.141,10.722
2024-05-30,43.0,DEFENSIVE,68.1,5.0,28.8,81.0,42.8,58.7,59.1,8.7,46.2,2.91,-9.4,5.67,-0.37,-0.069,2.855,10.205
2024-05-31,60.9,CONSTRUCTIVE,75.9,53.5,77.2,81.0,45.9,58.6,39.6,8.0,75.6,3.05,11.0,5.67,-0.38,-0.195,5.140,8.288
2024-06-03,57.4,CONSTRUCTIVE,75.0,59.8,54.0,81.0,48.3,55.9,67.0,6.0,20.9,2.52,-0.1,5.67,-0.41,4.288,7.973,8.739
2024-06-04,45.7,DEFENSIVE,74.7,0.0,55.7,81.0,12.9,49.9,70.8,4.0,75.6,7.09,-12.6,5.67,-0.44,0.630,4.925,4.635
2024-06-05,51.0,CONSTRUCTIVE,77.2,21.9,88.1,81.0,12.7,47.6,56.3,4.7,18.6,7.40,5.3,5.67,-0.43,-1.731,4.316,3.456
2024-06-06,58.4,CONSTRUCTIVE,77.4,97.9,49.2,81.0,8.8,49.0,45.8,4.0,31.2,4.38,15.5,5.67,-0.44,2.151,7.145,4.793
2024-06-07,43.6,DEFENSIVE,78.9,0.9,45.3,81.0,6.8,58.0,33.0,4.0,97.1,5.67,-17.3,5.67,-0.44,2.494,2.993,1.397
2024-06-10,44.1,DEFENSIVE,76.7,0.7,60.8,81.0,4.8,55.7,52.3,6.7,46.9,6.86,-13.4,5.67,-0.40,1.344,0.709,-2.080
2024-06-11,43.0,DEFENSIVE,76.2,6.2,61.6,81.0,4.5,52.7,24.4,5.3,50.3,7.11,-2.8,5.67,-0.42,0.045,-0.276,-2.482
2024-06-12,55.7,CONSTRUCTIVE,79.7,48.0,82.5,81.0,5.0,58.1,62.0,4.0,17.9,6.82,4.7,5.67,-0.44,0.934,-0.824,-1.505
2024-06-13,47.9,DEFENSIVE,80.1,16.5,60.5,81.0,5.1,57.9,29.2,4.0,86.5,6.92,-10.5,5.67,-0.44,-1.807,-2.196,-1.730
2024-06-14,56.0,CONSTRUCTIVE,77.0,95.8,48.1,81.0,3.5,49.8,38.5,2.0,17.8,4.48,12.4,5.67,-0.47,0.221,-1.550,-0.814
2024-06-17,55.3,CONSTRUCTIVE,76.6,41.5,81.6,81.0,3.4,50.9,58.0,2.0,70.5,4.30,11.2,5.67,-0.47,0.353,-2.769,-0.484
2024-06-18,47.6,DEFENSIVE,78.6,35.2,61.6,81.0,4.0,52.0,28.9,2.0,30.5,4.24,4.7,5.67,-0.47,-0.505,-2.212,-1.451
2024-06-20,50.8,CONSTRUCTIVE,74.2,70.6,38.3,81.0,3.8,55.7,44.5,3.3,23.7,3.56,-4.9,5.67,-0.45,-0.462,-0.686,-1.883
2024-06-21,53.4,CONSTRUCTIVE,74.6,67.2,42.5,81.0,3.8,55.8,36.8,3.3,84.6,2.69,5.4,5.67,-0.45,-1.159,0.476,-1.385
2024-06-24,50.6,CONSTRUCTIVE,73.9,85.8,35.4,81.0,3.3,54.7,4.6,2.7,35.6,1.30,-5.4,5.67,-0.46,-1.021,0.747,-0.862
2024-06-25,61.7,CONSTRUCTIVE,76.2,81.2,68.4,81.0,2.8,53.0,77.4,5.3,64.1,0.28,6.5,5.67,-0.42,0.928,2.350,-0.275
2024-06-26,46.6,DEFENSIVE,77.5,20.9,57.7,81.0,2.8,52.1,31.4,7.3,68.0,0.76,-1.1,5.67,-0.39,1.047,0.778,-1.517
2024-06-27,46.4,DEFENSIVE,78.8,19.2,54.4,81.0,2.7,54.2,65.4,6.0,25.1,1.40,-4.4,5.67,-0.41,0.704,-1.205,-2.993
2024-06-28,42.7,DEFENSIVE,78.0,28.3,30.5,81.0,2.8,51.4,27.5,10.0,46.6,1.89,-10.6,5.67,-0.35,-0.892,-1.853,-3.967
2024-07-01,60.4,CONSTRUCTIVE,78.9,75.8,62.9,81.0,2.5,43.9,88.1,14.0,50.1,0.62,9.7,5.67,-0.29,0.554,-1.597,-3.008
2024-07-02,51.4,CONSTRUCTIVE,79.7,33.2,77.7,81.0,2.7,42.7,34.9,12.7,55.2,0.89,-10.3,5.67,-0.31,-0.622,-2.565,-3.898
2024-07-03,54.3,CONSTRUCTIVE,79.5,68.7,73.6,81.0,2.6,47.2,19.3,10.0,15.3,-0.12,7.7,5.67,-0.35,-0.941,-2.277,-2.915
2024-07-05,55.2,CONSTRUCTIVE,77.8,76.7,74.3,81.0,2.6,51.2,4.9,12.0,21.5,-1.38,8.9,5.67,-0.32,0.044,-1.809,-0.674
2024-07-08,54.2,CONSTRUCTIVE,78.3,48.6,54.9,81.0,9.4,52.0,51.0,10.7,80.7,-1.82,11.5,5.67,-0.34,-0.634,-2.154,-0.650
2024-07-09,57.8,CONSTRUCTIVE,77.7,68.7,53.6,81.0,9.7,54.3,76.6,12.0,45.0,-2.67,-2.6,5.67,-0.32,-0.435,-1.434,-0.239
2024-07-10,59.5,CONSTRUCTIVE,76.2,63.1,88.7,81.0,12.3,56.9,44.5,10.7,37.0,-3.09,8.1,5.67,-0.34,-0.329,-1.369,1.497
2024-07-11,47.3,DEFENSIVE,75.9,60.0,14.6,81.0,17.2,60.0,42.0,13.3,13.7,-3.32,-6.9,5.67,-0.30,-0.467,-0.652,2.937
2024-07-12,62.2,CONSTRUCTIVE,77.9,64.0,75.2,81.0,28.0,62.7,61.4,15.3,51.0,-3.65,7.0,5.67,-0.27,-0.307,1.156,3.868
2024-07-15,61.4,CONSTRUCTIVE,74.9,59.5,63.9,81.0,32.6,55.4,99.7,19.3,40.6,-4.03,7.2,5.67,-0.21,0.096,1.536,4.117
2024-07-16,56.7,CONSTRUCTIVE,74.6,46.9,78.9,81.0,32.5,56.0,54.2,16.0,14.7,-3.99,-1.1,5.67,-0.26,-0.369,1.212,5.222
2024-07-17,48.2,DEFENSIVE,68.0,61.8,5.3,81.0,36.3,58.7,32.0,16.0,57.8,-4.55,-11.3,5.67,-0.26,0.395,2.905,6.246
2024-07-18,45.1,DEFENSIVE,59.7,36.5,16.6,81.0,43.3,57.8,47.2,16.0,53.2,-3.74,-2.2,5.67,-0.26,1.345,3.612,5.191
2024-07-19,44.8,DEFENSIVE,56.1,13.2,18.6,81.0,36.6,55.6,90.6,17.3,92.3,-0.70,-17.5,5.67,-0.24,0.067,2.681,5.375
2024-07-22,60.0,CONSTRUCTIVE,65.6,47.8,89.9,81.0,37.2,55.4,65.8,17.3,53.8,-0.43,-1.5,5.67,-0.24,-0.223,2.541,8.669
2024-07-23,51.4,CONSTRUCTIVE,66.7,57.6,42.4,81.0,37.6,54.9,22.9,23.3,36.7,-0.83,-5.3,5.67,-0.15,1.297,3.961,7.052
2024-07-24,34.3,DEFENSIVE,46.6,13.2,0.8,81.0,32.7,55.1,40.1,27.3,40.7,1.74,-13.9,5.67,-0.09,1.086,3.246,7.821
2024-07-25,41.7,DEFENSIVE,44.0,17.1,26.1,81.0,33.3,50.9,57.3,24.0,93.3,3.75,-3.5,5.67,-0.14,0.433,1.524,5.307
2024-07-26,55.7,CONSTRUCTIVE,56.9,35.6,89.5,81.0,36.4,52.2,82.5,22.7,24.2,4.30,10.9,5.67,-0.16,-0.068,2.624,2.280
2024-07-29,51.0,CONSTRUCTIVE,55.6,52.4,54.0,81.0,38.4,51.3,32.0,20.7,52.7,4.52,-9.0,5.67,-0.19,1.159,5.976,2.143
2024-07-30,37.8,DEFENSIVE,48.8,15.5,26.8,81.0,37.7,49.6,38.8,20.0,24.7,6.06,-13.6,5.67,-0.20,0.600,2.973,2.247
2024-07-31,51.5,CONSTRUCTIVE,57.1,29.7,95.6,81.0,38.1,50.6,22.0,20.0,30.9,6.74,17.2,5.67,-0.20,-0.601,4.431,1.308
2024-08-01,46.3,DEFENSIVE,43.2,69.9,6.5,81.0,39.4,48.2,64.7,22.0,42.1,5.33,4.6,5.67,-0.17,1.522,3.727,0.921
2024-08-02,25.8,RISK-OFF,18.7,10.7,2.6,81.0,33.7,38.2,4.7,28.0,59.1,6.61,-29.9,5.67,-0.08,3.195,-0.336,-1.520
2024-08-05,18.0,RISK-OFF,0.5,1.2,0.3,81.0,17.2,30.3,0.3,26.0,72.1,8.18,-33.0,5.67,-0.11,-1.707,-3.616,-4.622
2024-08-06,53.9,CONSTRUCTIVE,7.2,91.0,87.1,81.0,14.2,32.0,85.4,27.3,61.8,5.15,16.2,5.67,-0.09,2.025,-0.704,-2.761
