date,score,band,vix,mxn,spx,carry,mxnvol,move,btc,curve,gold,stretch,dScore5,carry,curve,fwd1,fwd5,fwd10
2025-11-06,50.1,CONSTRUCTIVE,37.8,78.7,7.6,51.9,70.2,74.7,24.1,69.3,50.3,2.37,3.7,3.63,0.54,-0.185,-1.629,-1.473
2025-11-07,57.3,CONSTRUCTIVE,40.3,63.0,56.8,48.3,70.2,73.2,71.1,70.7,35.9,1.62,1.3,3.38,0.56,-0.607,-1.300,-1.026
2025-11-10,67.3,RISK-ON,49.4,85.2,96.6,48.3,68.4,69.6,76.3,70.0,3.4,-0.48,14.0,3.38,0.55,-0.353,-0.744,0.163
2025-11-11,59.1,CONSTRUCTIVE,51.4,74.3,60.7,48.3,68.0,69.6,22.5,70.0,53.5,-1.52,8.2,3.38,0.55,-0.337,0.294,0.626
2025-11-12,56.1,CONSTRUCTIVE,49.9,73.4,53.3,48.3,71.0,67.7,36.4,68.0,6.2,-2.26,6.0,3.38,0.52,-0.158,0.130,0.377
2025-11-13,45.8,DEFENSIVE,34.9,61.2,2.4,48.1,71.4,69.4,30.0,68.7,61.6,-2.65,-4.2,3.37,0.53,0.149,0.159,0.229
2025-11-14,48.8,DEFENSIVE,35.8,39.0,47.2,48.1,71.7,68.9,8.4,68.0,93.5,-2.10,-8.6,3.37,0.52,-0.047,0.278,-0.167
2025-11-17,42.8,DEFENSIVE,22.8,53.5,10.2,48.1,72.0,66.5,25.8,68.7,63.0,-2.25,-24.5,3.37,0.53,0.690,0.915,-0.003
2025-11-18,35.5,DEFENSIVE,14.2,11.1,12.3,48.1,69.2,65.9,59.8,69.3,54.9,-0.14,-23.6,3.37,0.54,-0.501,0.330,-0.854
2025-11-19,55.0,CONSTRUCTIVE,17.7,82.2,70.9,48.1,68.5,64.9,32.8,70.0,38.7,-1.39,-1.2,3.37,0.55,-0.129,0.247,-0.356
2025-11-20,39.1,DEFENSIVE,9.7,59.6,2.4,48.1,68.6,70.5,8.8,70.0,64.4,-1.70,-6.8,3.37,0.55,0.268,0.070,-0.536
2025-11-21,49.0,DEFENSIVE,18.5,30.8,90.2,48.1,68.4,69.7,31.5,70.0,37.1,-0.93,0.2,3.37,0.55,0.588,-0.443,-1.058
2025-11-24,53.7,CONSTRUCTIVE,32.0,15.5,96.6,48.1,66.5,71.3,82.2,72.0,40.2,0.57,10.8,3.37,0.58,0.107,-0.909,-1.155
2025-11-25,55.7,CONSTRUCTIVE,43.4,42.8,87.1,48.1,66.8,74.4,38.7,72.0,20.5,0.93,20.2,3.37,0.58,-0.583,-1.181,-1.682
2025-11-26,67.0,RISK-ON,51.9,83.0,80.9,48.1,65.0,75.1,82.1,70.0,32.3,-0.81,12.1,3.37,0.55,-0.305,-0.601,-1.242
2025-11-28,62.2,CONSTRUCTIVE,57.1,69.4,74.9,48.0,64.6,77.2,54.5,70.0,18.1,-1.57,23.1,3.36,0.55,-0.246,-0.606,-1.626
2025-12-01,50.6,CONSTRUCTIVE,51.6,65.9,24.8,48.0,64.6,75.5,9.9,70.0,35.7,-2.26,1.6,3.36,0.55,0.117,-0.617,-1.538
2025-12-02,61.0,CONSTRUCTIVE,55.7,42.3,62.5,48.0,64.8,76.5,91.4,72.0,81.5,-1.78,7.4,3.36,0.58,-0.167,-0.247,-1.773
2025-12-03,62.3,CONSTRUCTIVE,58.8,61.0,65.5,48.0,65.5,78.9,72.1,71.3,41.1,-2.23,6.6,3.36,0.57,-0.000,-0.508,-1.746
2025-12-04,56.9,CONSTRUCTIVE,60.6,50.0,55.8,48.0,65.8,79.4,36.3,72.7,41.3,-1.93,-10.1,3.36,0.59,-0.310,-0.645,-1.442
2025-12-05,61.0,CONSTRUCTIVE,62.8,70.6,60.0,48.0,65.8,78.3,23.3,72.0,49.2,-2.56,-1.2,3.36,0.58,-0.258,-1.027,-1.236
2025-12-08,58.9,CONSTRUCTIVE,55.2,67.3,31.5,48.0,72.4,74.8,63.6,73.3,67.3,-2.93,8.3,3.36,0.60,0.490,-0.927,-0.858
2025-12-09,50.6,CONSTRUCTIVE,53.6,20.0,45.3,48.0,71.1,72.5,71.0,71.3,36.7,-1.24,-10.4,3.36,0.57,-0.428,-1.530,-1.624
2025-12-10,66.9,CONSTRUCTIVE,60.6,75.8,80.8,48.0,70.5,77.4,42.9,72.7,57.1,-2.57,4.6,3.36,0.59,-0.138,-1.245,-1.530
2025-12-11,60.9,CONSTRUCTIVE,66.0,59.1,60.3,51.6,72.1,77.0,55.2,74.7,8.4,-2.89,4.0,3.61,0.62,-0.693,-0.802,-1.241
2025-12-12,57.2,CONSTRUCTIVE,60.8,86.8,10.5,51.6,70.3,77.0,27.9,78.0,41.1,-4.57,-3.9,3.61,0.67,-0.157,-0.211,-0.749
2025-12-15,55.5,CONSTRUCTIVE,56.2,60.8,42.3,51.6,70.6,74.0,15.2,78.0,45.7,-5.31,-3.4,3.61,0.67,-0.122,0.069,-0.173
2025-12-16,58.9,CONSTRUCTIVE,56.3,58.9,39.1,51.6,70.7,78.4,65.4,78.0,51.4,-5.40,8.2,3.61,0.67,-0.140,-0.096,-0.014
2025-12-17,50.2,CONSTRUCTIVE,49.3,60.6,11.9,51.6,71.0,81.2,32.6,78.0,24.1,-6.12,-16.7,3.61,0.67,0.310,-0.289,0.159
2025-12-18,57.7,CONSTRUCTIVE,53.9,27.9,79.8,51.6,70.1,82.8,42.7,77.3,55.4,-4.57,-3.2,3.61,0.66,-0.102,-0.442,-0.559
2025-12-19,67.5,RISK-ON,65.6,57.4,83.5,48.0,73.7,83.1,77.2,78.7,35.0,-4.82,10.3,3.36,0.68,0.123,-0.539,-0.432
2025-12-22,61.8,CONSTRUCTIVE,70.2,40.7,77.5,48.0,74.4,81.8,54.2,82.0,9.2,-3.92,6.3,3.36,0.73,-0.286,-0.241,-0.179
2025-12-23,65.7,CONSTRUCTIVE,70.6,70.6,69.5,48.0,74.2,82.1,38.6,80.0,26.6,-4.36,6.8,3.36,0.70,-0.333,0.082,0.078
2025-12-24,68.2,RISK-ON,73.3,74.0,64.2,48.0,74.7,83.1,52.3,78.7,51.5,-4.59,18.0,3.36,0.68,0.155,0.449,0.324
2025-12-26,57.7,CONSTRUCTIVE,72.6,38.4,48.6,48.0,77.3,83.6,46.4,78.7,20.8,-3.74,0.0,3.36,0.68,-0.199,-0.117,0.234
2025-12-29,63.8,CONSTRUCTIVE,69.5,64.8,34.7,48.0,77.7,83.2,48.1,78.0,99.5,-4.10,-3.7,3.36,0.67,0.423,0.108,0.071
2025-12-30,54.5,CONSTRUCTIVE,68.8,21.5,44.2,48.0,77.1,80.5,65.1,79.3,22.6,-2.22,-7.3,3.36,0.69,0.037,0.063,-0.827
2025-12-31,56.2,CONSTRUCTIVE,65.4,47.2,22.4,48.0,77.3,80.5,39.2,80.7,77.5,-1.94,-9.5,3.36,0.71,0.033,-0.003,-1.075
2026-01-02,63.9,CONSTRUCTIVE,67.9,47.4,57.5,48.0,77.4,81.4,78.6,81.3,57.7,-1.50,-4.4,3.36,0.72,-0.409,-0.124,-1.842
2026-01-05,69.3,RISK-ON,65.7,79.0,74.6,48.0,77.0,80.0,86.8,80.7,3.4,-3.18,11.6,3.36,0.71,0.025,0.351,-1.865
2026-01-06,61.9,CONSTRUCTIVE,66.5,47.9,73.3,48.0,76.9,79.3,48.2,80.7,23.1,-2.76,-1.9,3.36,0.71,0.378,-0.037,-1.807
2026-01-07,51.5,CONSTRUCTIVE,62.9,22.7,35.8,48.0,75.7,79.1,24.6,78.7,70.3,-0.49,-3.0,3.36,0.68,-0.029,-0.889,-2.785
2026-01-08,59.5,CONSTRUCTIVE,62.5,52.3,50.3,48.0,76.0,78.6,46.7,80.0,49.7,-0.26,3.3,3.36,0.70,-0.088,-1.072,-2.837
2026-01-09,63.9,CONSTRUCTIVE,68.0,57.3,75.4,48.0,76.3,81.9,43.8,76.0,25.7,-0.43,0.0,3.36,0.64,0.066,-1.720,-3.295
2026-01-12,58.2,CONSTRUCTIVE,64.5,44.6,56.7,48.0,78.1,81.1,58.1,76.7,5.0,0.20,-11.1,3.36,0.65,-0.362,-2.209,-3.442
2026-01-13,65.6,CONSTRUCTIVE,59.4,76.9,42.0,48.0,78.4,82.4,86.8,76.7,58.8,-1.45,3.7,3.36,0.65,-0.477,-1.771,-4.169
2026-01-14,60.7,CONSTRUCTIVE,54.7,82.8,28.4,48.0,77.4,83.8,65.9,76.0,28.8,-3.34,9.2,3.36,0.64,-0.214,-1.914,-3.780
2026-01-15,63.2,CONSTRUCTIVE,60.2,66.8,60.2,48.0,79.7,84.9,36.4,74.0,56.4,-4.24,3.7,3.36,0.61,-0.743,-1.785,-3.150
2026-01-16,67.1,RISK-ON,60.1,92.1,47.3,48.0,76.9,83.9,49.7,76.7,68.3,-6.16,3.3,3.36,0.65,-0.432,-1.602,-1.056
2026-01-20,46.6,DEFENSIVE,34.4,81.1,2.9,48.0,76.2,78.7,4.1,80.0,0.9,-6.93,-11.6,3.36,0.70,0.085,-1.261,-1.148
2026-01-21,61.0,CONSTRUCTIVE,53.7,42.6,87.8,48.0,76.0,83.0,61.6,77.3,12.8,-6.82,-4.6,3.36,0.66,-0.622,-2.441,-2.010
2026-01-22,67.6,RISK-ON,61.4,89.2,70.7,48.0,75.5,84.7,51.0,76.7,11.7,-7.47,6.9,3.36,0.65,-0.082,-1.902,-0.904
2026-01-23,58.5,CONSTRUCTIVE,58.7,56.8,51.4,48.0,75.5,84.8,50.5,76.0,16.5,-7.17,-4.7,3.36,0.64,-0.559,-1.391,0.203
2026-01-26,65.4,CONSTRUCTIVE,58.4,86.9,71.7,48.0,74.9,85.0,35.1,77.3,8.0,-8.28,-1.7,3.36,0.66,-0.087,0.555,-0.684
2026-01-27,63.4,CONSTRUCTIVE,57.1,57.1,68.1,48.0,74.9,84.9,60.4,80.7,49.9,-7.91,16.8,3.36,0.71,-1.111,0.115,-0.845
2026-01-28,64.2,CONSTRUCTIVE,57.1,97.7,49.6,48.0,69.8,84.2,51.0,80.0,0.6,-9.28,3.2,3.36,0.70,-0.073,0.442,0.125
2026-01-29,54.2,CONSTRUCTIVE,53.9,56.2,43.7,48.0,70.4,82.4,8.6,80.7,40.9,-8.75,-13.4,3.36,0.71,0.439,1.017,0.251
2026-01-30,50.0,CONSTRUCTIVE,50.4,17.4,30.5,48.0,68.2,83.2,44.4,82.7,100.0,-6.52,-8.5,3.36,0.74,1.403,1.616,-0.106
2026-02-02,50.1,CONSTRUCTIVE,57.2,0.7,71.9,48.0,57.2,83.2,5.3,81.3,90.0,-2.04,-15.3,3.36,0.72,-0.524,-1.232,-1.722
2026-02-03,51.2,CONSTRUCTIVE,46.9,85.5,17.1,48.0,56.7,84.1,15.1,80.7,0.1,-2.75,-12.1,3.36,0.71,-0.788,-0.958,-1.479
2026-02-04,55.8,CONSTRUCTIVE,42.9,93.6,29.3,48.0,55.0,84.1,16.8,81.3,40.7,-3.79,-8.4,3.36,0.72,0.499,-0.316,-0.173
2026-02-05,35.9,DEFENSIVE,25.6,15.5,10.6,48.0,53.1,81.6,0.1,82.7,78.9,-2.37,-18.3,3.36,0.74,1.034,-0.758,-0.391
2026-02-06,50.9,CONSTRUCTIVE,32.8,3.2,96.5,48.0,47.2,80.7,99.7,81.3,12.1,-0.17,0.9,3.36,0.72,-1.439,-1.694,-2.316
2026-02-09,63.1,CONSTRUCTIVE,50.9,99.0,68.7,48.0,41.5,81.2,42.8,82.7,10.3,-2.14,13.0,3.36,0.74,-0.249,-0.496,0.046
2026-02-10,54.1,CONSTRUCTIVE,48.2,68.7,36.5,48.0,41.6,80.1,28.2,80.7,72.7,-2.15,2.9,3.36,0.71,-0.145,-0.525,-0.174
2026-02-11,51.7,CONSTRUCTIVE,49.1,61.3,49.8,48.0,41.6,82.0,21.5,77.3,19.9,-2.16,-4.0,3.36,0.66,0.053,0.143,-0.153
2026-02-12,43.0,DEFENSIVE,30.4,45.8,6.1,48.0,41.7,77.5,36.8,74.7,95.6,-1.78,7.1,3.36,0.62,0.081,0.371,0.057
2026-02-13,49.0,DEFENSIVE,31.5,43.2,52.1,48.0,41.5,76.4,88.0,76.0,10.9,-1.45,-1.9,3.36,0.64,-0.237,-0.632,0.639
2026-02-17,54.3,CONSTRUCTIVE,33.2,68.9,54.5,48.0,41.8,77.3,27.9,74.7,94.9,-1.59,-8.7,3.36,0.62,-0.278,0.544,0.799
2026-02-18,54.6,CONSTRUCTIVE,37.1,72.2,72.1,48.0,41.8,80.3,31.6,74.7,10.7,-2.05,0.5,3.36,0.62,0.527,0.353,3.227
2026-02-19,42.1,DEFENSIVE,33.6,13.2,38.3,48.0,41.5,77.8,59.6,74.0,54.9,-0.78,-9.6,3.36,0.61,0.280,-0.296,2.234
2026-02-20,50.5,CONSTRUCTIVE,40.2,27.4,76.6,48.0,41.3,80.3,67.9,73.3,15.8,-0.16,7.5,3.36,0.60,-0.918,-0.312,2.584
2026-02-23,46.4,DEFENSIVE,29.4,96.1,14.5,48.0,39.0,77.8,9.6,73.3,6.5,-1.78,-2.6,3.36,0.60,0.943,1.279,5.229
2026-02-24,46.4,DEFENSIVE,37.5,4.1,79.2,48.0,36.3,79.6,40.4,74.0,69.6,0.13,-7.9,3.36,0.61,-0.467,0.253,2.396
2026-02-25,64.7,CONSTRUCTIVE,47.3,82.7,80.6,48.0,35.7,81.4,94.5,73.3,31.9,-0.68,10.1,3.36,0.60,-0.124,2.864,2.392
2026-02-26,49.6,CONSTRUCTIVE,43.0,60.3,28.1,48.0,36.6,80.5,41.4,73.3,60.9,-0.97,7.5,3.36,0.60,0.264,2.538,3.422
2026-02-27,39.7,DEFENSIVE,35.7,28.6,31.8,48.0,36.2,74.0,24.3,72.7,30.6,-0.52,-10.8,3.36,0.59,0.663,2.905,3.670
2026-03-02,42.3,DEFENSIVE,27.2,10.0,51.8,48.0,39.1,74.1,89.5,72.0,27.8,1.11,-4.1,3.36,0.58,-0.079,3.900,3.288
2026-03-03,43.0,DEFENSIVE,18.0,56.5,16.2,48.0,39.1,70.6,41.6,70.0,93.9,1.06,-3.3,3.36,0.55,2.124,2.137,2.198
2026-03-04,45.0,DEFENSIVE,28.6,0.1,78.2,48.0,27.1,76.4,96.7,70.0,45.2,4.83,-19.6,3.36,0.55,-0.440,-0.459,-0.101
2026-03-05,45.7,DEFENSIVE,17.3,79.4,28.4,48.0,31.0,73.1,22.3,70.7,69.4,3.53,-3.9,3.36,0.56,0.623,0.861,1.420
2026-03-06,25.8,RISK-OFF,4.8,14.3,11.5,48.0,31.1,67.6,13.5,72.7,23.3,4.20,-13.9,3.36,0.59,1.636,0.744,0.201
2026-03-09,39.5,DEFENSIVE,11.9,1.5,77.3,48.0,27.5,68.9,54.9,70.7,68.0,5.85,-2.8,3.36,0.56,-1.774,-0.589,-0.298
2026-03-10,50.4,CONSTRUCTIVE,13.5,98.9,42.5,48.0,19.7,71.7,76.2,72.0,13.0,2.50,7.4,3.36,0.58,-0.471,0.059,0.626
2026-03-11,48.9,DEFENSIVE,15.7,77.0,46.9,48.0,21.0,69.9,54.8,71.3,70.7,1.75,3.8,3.36,0.57,0.880,0.359,0.792
2026-03-12,28.6,RISK-OFF,8.0,11.8,9.6,48.0,24.5,54.6,55.0,67.3,65.9,2.54,-17.1,3.36,0.51,0.505,0.554,0.184
2026-03-13,34.7,DEFENSIVE,8.1,24.5,29.1,48.0,24.5,58.6,58.0,70.0,68.8,3.05,9.0,3.36,0.55,0.292,-0.539,0.446
2026-03-16,49.4,CONSTRUCTIVE,18.2,34.9,81.1,48.0,24.7,64.1,94.9,70.0,67.5,3.38,9.9,3.36,0.55,-1.134,0.292,1.436
2026-03-17,51.8,CONSTRUCTIVE,22.8,91.4,58.5,48.0,21.2,69.3,33.9,68.0,47.9,1.51,1.4,3.36,0.52,-0.173,0.566,2.579
2026-03-18,37.0,DEFENSIVE,13.0,58.8,12.7,48.0,23.8,67.6,10.7,66.7,78.6,1.10,-11.8,3.36,0.50,1.076,0.431,1.312
2026-03-19,34.5,DEFENSIVE,16.2,9.4,40.3,48.0,23.3,64.4,27.0,64.0,97.0,2.08,5.9,3.36,0.46,-0.587,-0.368,-0.110
2026-03-20,39.7,DEFENSIVE,8.9,77.0,9.7,48.0,24.6,41.4,61.3,67.3,59.2,1.22,4.9,3.36,0.51,1.130,0.991,0.802
2026-03-23,41.2,DEFENSIVE,10.3,9.4,84.5,48.0,25.9,51.8,57.3,67.3,89.9,2.10,-8.2,3.36,0.51,-0.864,1.141,-0.959
2026-03-24,43.6,DEFENSIVE,8.6,84.4,36.9,48.0,24.3,47.0,42.6,66.0,51.6,1.08,-8.2,3.36,0.49,-0.307,2.002,-1.516
2026-03-25,45.5,DEFENSIVE,12.4,64.2,69.0,48.0,24.0,52.4,64.4,66.0,11.6,0.53,8.4,3.36,0.49,0.272,0.877,-1.595
2026-03-26,29.5,RISK-OFF,7.7,37.2,7.6,48.0,24.9,35.7,13.5,64.0,90.4,0.67,-5.0,3.36,0.46,0.769,0.259,-2.284
2026-03-27,22.7,RISK-OFF,4.1,18.7,8.9,48.0,24.9,38.5,14.7,70.7,17.4,1.50,-16.9,3.36,0.56,1.280,-0.187,-2.698
2026-03-30,29.4,RISK-OFF,5.7,8.0,37.1,48.0,23.4,41.9,56.7,68.7,39.2,3.10,-11.8,3.36,0.53,-0.020,-2.076,-4.769
2026-03-31,49.7,CONSTRUCTIVE,17.0,50.9,98.3,48.0,23.2,53.9,75.7,67.3,18.4,2.86,6.1,3.36,0.51,-1.406,-3.448,-4.882
2026-04-01,52.0,CONSTRUCTIVE,19.2,93.4,72.3,48.0,20.0,59.5,47.2,68.0,16.8,0.58,6.5,3.36,0.52,-0.343,-2.450,-3.584
2026-04-02,47.1,DEFENSIVE,22.4,64.7,53.8,48.0,19.7,64.9,29.3,68.0,81.9,-0.00,17.6,3.36,0.52,0.321,-2.536,-3.219
2026-04-06,46.0,DEFENSIVE,20.8,36.1,64.9,48.0,25.2,67.3,82.2,66.7,48.5,0.39,23.2,3.36,0.50,-0.637,-2.516,-2.842
2026-04-07,50.9,CONSTRUCTIVE,15.7,76.6,52.6,48.0,23.8,66.0,90.5,68.0,49.9,-0.47,21.5,3.36,0.52,-1.421,-2.750,-2.571
2026-04-08,58.6,CONSTRUCTIVE,32.7,92.4,97.0,48.0,20.1,69.7,36.4,66.7,25.8,-2.25,8.9,3.36,0.50,-0.387,-1.485,-1.107
2026-04-09,54.3,CONSTRUCTIVE,39.6,65.7,70.1,48.0,24.7,73.5,60.9,67.3,38.3,-2.89,2.3,3.36,0.51,-0.431,-1.162,-0.606
2026-04-10,53.3,CONSTRUCTIVE,40.7,67.4,46.1,48.0,29.0,74.9,69.6,66.7,58.4,-3.41,6.3,3.36,0.50,0.341,-0.701,0.250
2026-04-13,52.8,CONSTRUCTIVE,41.1,36.0,79.9,48.0,27.8,73.2,73.3,68.0,55.4,-3.00,6.8,3.36,0.52,-0.875,-0.334,-0.098
2026-04-14,58.8,CONSTRUCTIVE,45.2,80.9,83.5,48.0,28.3,73.3,45.0,66.7,27.7,-4.10,8.0,3.36,0.50,-0.139,0.184,0.573
2026-04-15,56.2,CONSTRUCTIVE,46.1,55.5,74.7,48.0,29.0,77.9,60.0,68.7,56.8,-4.20,-2.4,3.36,0.53,-0.060,0.384,0.757
2026-04-16,53.2,CONSTRUCTIVE,47.4,52.5,58.3,48.0,29.4,79.2,55.6,69.3,54.0,-4.22,-1.1,3.36,0.54,0.034,0.563,1.637
2026-04-17,57.4,CONSTRUCTIVE,50.1,48.6,83.1,48.0,32.2,79.4,77.5,70.0,30.3,-4.26,4.1,3.36,0.55,0.712,0.958,1.220
2026-04-20,43.4,DEFENSIVE,41.9,23.9,42.2,48.0,30.3,77.9,32.6,69.3,64.1,-3.05,-9.4,3.36,0.54,-0.360,0.237,0.428
2026-04-21,50.7,CONSTRUCTIVE,38.1,64.1,30.1,48.0,34.3,75.9,57.8,68.0,78.4,-3.24,-8.1,3.36,0.52,0.061,0.388,1.214
2026-04-22,55.3,CONSTRUCTIVE,41.3,47.5,79.7,48.0,34.9,76.6,76.9,67.3,39.8,-3.54,-0.9,3.36,0.51,0.118,0.371,0.100
2026-04-23,47.7,DEFENSIVE,38.9,45.0,37.3,48.0,40.1,78.1,50.9,67.3,58.6,-3.14,-5.5,3.36,0.51,0.427,1.068,-0.500
2026-04-24,50.3,CONSTRUCTIVE,42.5,32.5,73.5,48.0,41.0,78.5,39.0,68.7,44.5,-1.87,-7.1,3.36,0.53,-0.007,0.260,-0.788
2026-04-27,53.2,CONSTRUCTIVE,46.8,50.3,53.7,48.0,41.2,77.6,48.6,71.3,65.3,-1.73,9.8,3.36,0.57,-0.209,0.190,-1.142
2026-04-28,51.7,CONSTRUCTIVE,47.9,58.5,36.0,48.0,41.6,77.4,35.6,68.0,75.7,-2.22,1.0,3.36,0.52,0.044,0.822,-1.067
2026-04-29,50.3,CONSTRUCTIVE,41.9,48.1,48.8,48.0,44.6,73.3,41.6,66.7,65.4,-1.46,-4.9,3.36,0.50,0.813,-0.270,-0.898
2026-04-30,51.7,CONSTRUCTIVE,53.8,18.9,77.6,48.0,49.2,75.0,58.4,68.0,26.5,1.73,4.0,3.36,0.52,-0.377,-1.551,-2.046
2026-05-01,59.3,CONSTRUCTIVE,53.2,65.6,58.5,48.0,49.1,76.2,76.1,67.3,44.5,0.80,9.0,3.36,0.51,-0.076,-1.045,-1.314
2026-05-04,54.4,CONSTRUCTIVE,45.1,53.3,38.3,48.0,56.7,70.5,73.7,66.7,83.1,1.19,1.2,3.36,0.50,0.420,-1.330,-0.600
2026-05-05,53.8,CONSTRUCTIVE,50.7,30.9,72.7,48.0,55.7,71.3,64.9,66.7,37.6,2.95,2.1,3.36,0.50,-1.040,-1.874,-1.411
2026-05-06,64.2,CONSTRUCTIVE,50.7,88.1,85.4,48.0,52.4,76.0,57.1,66.0,13.6,-0.64,13.9,3.36,0.49,-0.483,-0.630,0.375
2026-05-07,54.3,CONSTRUCTIVE,52.6,71.7,39.0,48.1,53.0,74.8,30.9,66.0,43.6,-1.74,2.6,3.37,0.49,0.136,-0.502,0.294
2026-05-08,56.1,CONSTRUCTIVE,51.9,43.6,73.0,41.0,61.6,78.4,52.5,65.3,42.8,-1.46,-3.2,2.87,0.48,-0.364,-0.272,0.117
2026-05-11,57.4,CONSTRUCTIVE,44.5,65.5,55.4,41.0,61.7,75.9,71.5,64.7,50.6,-2.37,3.0,2.87,0.47,-0.134,0.739,0.448
2026-05-12,52.6,CONSTRUCTIVE,46.9,56.2,45.3,41.0,62.4,75.3,32.2,64.0,64.8,-2.66,-1.1,2.87,0.46,0.215,0.471,0.608
2026-05-13,52.2,CONSTRUCTIVE,47.7,40.0,66.7,41.0,62.8,76.3,32.7,65.3,42.3,-1.96,-12.0,2.87,0.48,-0.355,1.012,0.904
2026-05-14,62.3,CONSTRUCTIVE,51.5,66.0,71.2,41.0,66.1,76.7,74.8,64.7,57.4,-2.98,8.0,2.87,0.47,0.367,0.800,0.821
2026-05-15,44.6,DEFENSIVE,44.2,33.4,19.5,41.0,65.4,68.8,23.4,66.7,87.8,-1.74,-11.5,2.87,0.50,0.647,0.390,0.650
2026-05-18,45.4,DEFENSIVE,48.0,22.9,47.9,41.0,63.2,63.3,22.5,69.3,51.4,0.06,-12.0,2.87,0.54,-0.399,-0.289,0.064
2026-05-19,53.3,CONSTRUCTIVE,46.5,67.6,32.2,41.1,62.3,64.0,47.0,69.3,68.4,-0.88,0.7,2.88,0.54,0.754,0.136,0.148
2026-05-20,51.8,CONSTRUCTIVE,50.4,19.6,76.9,41.1,62.0,67.4,60.6,68.7,39.2,0.88,-0.4,2.88,0.53,-0.563,-0.107,-0.440
2026-05-21,58.7,CONSTRUCTIVE,54.6,74.2,54.8,41.1,61.0,68.9,51.2,66.0,46.4,-0.45,-3.6,2.88,0.49,-0.041,0.020,-0.157
2026-05-22,54.0,CONSTRUCTIVE,55.0,51.9,60.6,41.1,61.0,70.0,21.7,62.0,58.1,-0.47,9.4,2.88,0.43,-0.035,0.259,0.954
2026-05-26,57.5,CONSTRUCTIVE,53.1,51.6,67.3,41.1,61.1,72.8,55.2,66.0,58.9,-0.51,12.1,2.88,0.49,0.025,0.354,1.018
2026-05-27,54.5,CONSTRUCTIVE,57.5,48.8,50.5,41.1,62.1,75.8,27.9,65.3,73.4,-0.47,1.1,2.88,0.48,0.509,0.012,0.913
2026-05-28,51.7,CONSTRUCTIVE,60.8,27.3,66.5,41.1,60.7,76.7,37.1,64.0,25.3,1.10,-0.1,2.88,0.46,-0.437,-0.333,0.212
2026-05-29,58.9,CONSTRUCTIVE,63.3,69.2,56.8,41.1,59.9,76.3,47.3,64.7,23.6,-0.05,0.1,2.88,0.47,0.198,-0.177,-0.356
2026-06-01,53.6,CONSTRUCTIVE,59.0,40.8,58.2,41.1,59.7,74.0,18.8,61.3,82.4,0.64,-0.4,2.88,0.42,0.060,0.693,-1.016
2026-06-02,51.8,CONSTRUCTIVE,60.6,47.1,54.1,41.1,63.4,74.0,3.3,60.7,43.9,0.92,-5.7,2.88,0.41,-0.315,0.661,-0.808
2026-06-03,52.7,CONSTRUCTIVE,58.9,65.3,28.0,41.1,63.0,73.8,10.8,60.7,72.5,0.15,-1.8,2.88,0.41,0.162,0.900,-0.530
2026-06-04,55.1,CONSTRUCTIVE,62.8,41.7,63.0,41.1,62.0,75.6,45.7,61.3,33.3,0.67,3.3,2.88,0.42,-0.280,0.547,-0.165
2026-06-05,42.7,DEFENSIVE,26.8,64.3,3.3,41.1,61.6,72.6,7.3,58.7,92.0,-0.23,-16.1,2.88,0.38,1.071,-0.180,0.402
2026-06-08,47.7,DEFENSIVE,41.2,9.3,59.3,41.1,61.9,71.2,87.7,60.7,50.5,2.72,-5.9,2.88,0.41,0.029,-1.697,-0.566
2026-06-09,48.1,DEFENSIVE,35.6,48.5,41.6,41.1,63.5,71.1,23.4,60.0,80.4,2.80,-3.7,2.88,0.40,-0.078,-1.460,0.492
2026-06-10,44.5,DEFENSIVE,23.5,54.2,10.0,41.1,63.5,73.6,45.9,61.3,94.6,2.73,-8.1,2.88,0.42,-0.189,-1.418,0.955
2026-06-11,62.1,CONSTRUCTIVE,38.1,60.4,90.7,41.1,65.1,76.9,87.2,60.0,58.7,2.03,7.1,2.88,0.40,-1.002,-0.708,0.510
2026-06-12,60.3,CONSTRUCTIVE,48.9,90.8,65.5,41.1,60.1,76.9,49.6,59.3,8.4,-1.70,17.6,2.88,0.39,-0.466,0.583,1.498
2026-06-15,65.7,CONSTRUCTIVE,58.1,73.9,90.6,41.0,59.2,76.9,90.3,60.0,10.3,-2.84,18.0,2.87,0.40,0.270,1.151,1.781
2026-06-16,47.8,DEFENSIVE,56.8,35.0,31.3,41.0,59.5,78.3,36.9,58.7,48.7,-1.86,-0.3,2.87,0.38,-0.036,1.981,1.628
2026-06-17,44.3,DEFENSIVE,44.2,52.1,15.7,41.0,60.2,76.0,28.2,52.7,37.6,-2.10,-0.3,2.87,0.29,0.530,2.407,2.022
2026-06-18,53.9,CONSTRUCTIVE,56.8,22.6,80.9,41.0,60.9,79.6,22.4,51.3,92.7,-0.40,-8.2,2.87,0.27,0.286,1.227,1.035
2026-06-22,50.3,CONSTRUCTIVE,51.4,34.1,37.4,41.0,61.3,76.5,69.6,51.3,68.6,0.41,-10.0,2.87,0.27,0.096,0.909,0.197
2026-06-23,43.8,DEFENSIVE,37.8,44.6,13.2,41.0,64.3,77.3,27.8,56.0,72.6,0.63,-21.9,2.87,0.34,1.093,0.623,0.923
2026-06-24,43.3,DEFENSIVE,43.0,7.9,46.8,41.0,60.2,77.1,21.9,53.3,93.4,3.10,-4.5,2.87,0.30,0.382,-0.346,0.082
